,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
2388,71bc66ba-e8dd-45a6-886e-9f6413ba2173,D16,MCRA,MCRA,MCRA,1/10/20,1/23/20,N,estimated,The latest start date is 2020-01-11. The earliest end date is 2020-01-13.,MCRA.20200110.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-iceDamage,,,,,,0,0,count,primary,Heavy snow brought down many trees and damaged some site infrastructure and sensors.,0000-0002-2568-9700,,20241118T103939Z,RELEASE-2025
2394,801fcf04-d065-471b-8de7-fae0cf85a122,D07,MLBS,MLBS,MLBS,8/1/17,8/31/17,Y,,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T103255Z,RELEASE-2025
2395,eda97018-b3bb-4c1e-904c-9af4ced67471,D07,MLBS,MLBS,MLBS,8/31/17,9/30/17,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T201340Z,RELEASE-2025
2396,dca8c1ca-f38b-407b-81a5-d9a04eab7f03,D07,MLBS,MLBS,MLBS,9/30/17,10/30/17,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T122434Z,RELEASE-2025
2397,f3ce9769-3264-465f-84aa-7e8b0fb1fd86,D07,MLBS,MLBS,MLBS,10/30/17,11/29/17,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T011854Z,RELEASE-2025
2398,b92bd403-aebf-4805-bc4c-607714429184,D07,MLBS,MLBS,MLBS,11/29/17,12/29/17,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T050300Z,RELEASE-2025
2399,9f27f993-2e99-442c-bc39-f3fc2412b44e,D07,MLBS,MLBS,MLBS,12/29/17,1/28/18,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T101949Z,RELEASE-2025
2400,d3f71f57-d9d7-4de3-aada-da83ae8125fe,D07,MLBS,MLBS,MLBS,1/28/18,2/27/18,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T155729Z,RELEASE-2025
2401,b81736f8-77ed-4e1d-9fa4-0ee94b12cbd6,D07,MLBS,MLBS,MLBS,2/27/18,3/29/18,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T202927Z,RELEASE-2025
2402,fc2cc40a-7627-460e-a610-a0c788d91415,D07,MLBS,MLBS,MLBS,3/29/18,4/28/18,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T183540Z,RELEASE-2025
2403,60bde7c1-03f2-4cc5-aa35-c66e1d1726c8,D07,MLBS,MLBS,MLBS,4/28/18,5/28/18,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T130959Z,RELEASE-2025
2405,8818108b-821f-455d-ae20-14dbc85b7da5,D07,MLBS,MLBS,MLBS,5/28/18,6/27/18,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T170034Z,RELEASE-2025
2407,0215afa2-ae6e-4b02-9026-09a016441205,D07,MLBS,MLBS,MLBS,6/27/18,7/27/18,Y,actual,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T161122Z,RELEASE-2025
2408,092ab967-9608-4ced-adb2-067184f5c3e1,D07,MLBS,MLBS,MLBS,7/27/18,8/9/18,N,,,MLBS.20170801.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,The top of a White Pine fell into MLBS_025 taking up about a third of the area. It may have fallen due to lightening strike.,mcumberland@battelleecology.org,,20241118T103427Z,RELEASE-2025
2415,1d7ba92e-ce74-41d2-beed-1a0a8eef1d59,D13,MOAB,MOAB,"SOILPL101112, SOILPL101113, SOILPL101114, SOILPL110107, SOILPL110161",1/14/19,1/18/19,N,,,MOAB.20190114.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,,,,unknown,The soil array walkway has resulted in an unnatural snow drift covering all five soil plots and not found in the surrounding landscape. This likely will affect the soil plot sensor readings.,fbouchard@neoninc.org,,20241118T073504Z,RELEASE-2025
2417,a115e124-f7a8-4241-955e-b2e57e55fdb4,D13,MOAB,MOAB,"SOILPL101112, SOILPL110161",7/10/22,7/25/22,N,estimated,Actual start date is unknown so that date is when the erosion was first noticed,MOAB.20220710.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,,0000-0002-4557-4900,,20241118T153056Z,RELEASE-2025
2418,003668a5-8296-4790-8223-1498b992c05b,D13,MOAB,MOAB,"MOAB_001.basePlot.all,MOAB_002.basePlot.all,MOAB_003.basePlot.all,MOAB_004.basePlot.all,MOAB_005.basePlot.all,MOAB_006.basePlot.all,MOAB_007.basePlot.all,MOAB_008.basePlot.all,MOAB_009.basePlot.all,MOAB_010.basePlot.all,MOAB_011.basePlot.all,MOAB_012.basePlot.all,MOAB_013.basePlot.all,MOAB_014.basePlot.all,MOAB_015.basePlot.all,MOAB_016.basePlot.all,MOAB_017.basePlot.all,MOAB_018.basePlot.all,MOAB_019.basePlot.all,MOAB_020.basePlot.all,MOAB_021.basePlot.all,MOAB_022.basePlot.all,MOAB_023.basePlot.all,MOAB_024.basePlot.all,MOAB_025.basePlot.all,MOAB_026.basePlot.all,MOAB_027.basePlot.all,MOAB_028.basePlot.all,MOAB_029.basePlot.all,MOAB_030.basePlot.all,MOAB_044.basePlot.all,MOAB_045.basePlot.all,MOAB_046.basePlot.all,MOAB_047.basePlot.all,MOAB_048.basePlot.all,MOAB_049.basePlot.all,MOAB_050.basePlot.all,MOAB_051.basePlot.all,MOAB_052.basePlot.all,MOAB_053.basePlot.all,MOAB_054.basePlot.all,MOAB_055.basePlot.all,MOAB_056.basePlot.all,MOAB_057.basePlot.all,MOAB_058.basePlot.all,MOAB_059.basePlot.all,MOAB_060.basePlot.all,MOAB_061.basePlot.all,MOAB_062.basePlot.all,MOAB_063.basePlot.all,MOAB_064.basePlot.all,MOAB_065.basePlot.all,MOAB_066.basePlot.all,MOAB_067.basePlot.all,MOAB_068.basePlot.all,MOAB_069.basePlot.all,MOAB_070.basePlot.all,MOAB_071.basePlot.all,MOAB_072.basePlot.all,MOAB_073.basePlot.all,MOAB_076.basePlot.all,MOAB_001.tickPlot.tck,MOAB_002.tickPlot.tck,MOAB_003.tickPlot.tck,MOAB_004.tickPlot.tck,MOAB_005.tickPlot.tck,MOAB_006.tickPlot.tck,MOAB_002.mammalGrid.mam,MOAB_003.mammalGrid.mam,MOAB_004.mammalGrid.mam,MOAB_006.mammalGrid.mam,MOAB_008.mammalGrid.mam,MOAB_009.mammalGrid.mam,MOAB_025.mammalGrid.mam,MOAB_001.birdGrid.brd,MOAB_002.birdGrid.brd,MOAB_003.birdGrid.brd,MOAB_004.birdGrid.brd,MOAB_007.birdGrid.brd,MOAB_008.birdGrid.brd,MOAB_010.birdGrid.brd,MOAB_011.birdGrid.brd,MOAB_015.birdGrid.brd,MOAB_026.birdGrid.brd,MOAB_031.birdGrid.brd,MOAB_032.birdGrid.brd,MOAB_033.birdGrid.brd,MOAB_034.mosquitoPoint.mos,MOAB_035.mosquitoPoint.mos,MOAB_036.mosquitoPoint.mos,MOAB_037.mosquitoPoint.mos,MOAB_038.mosquitoPoint.mos,MOAB_039.mosquitoPoint.mos,MOAB_040.mosquitoPoint.mos,MOAB_041.mosquitoPoint.mos,MOAB_042.mosquitoPoint.mos,MOAB_043.mosquitoPoint.mos,MOAB_074.phenology.phe,MOAB_075.phenology.phe,MOAB,SOILPL101112,SOILPL101113,SOILPL101114,SOILPL110107,SOILPL110161,MEGAPT100983,TOWER101115,HUT110011,AIRSHED",8/20/22,8/21/22,N,actual,,MOAB.20220820.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,Flash flooding occured late Saturday (20220820) evening into the Sunday (20220821) morning hours. Techs later described evidence of a flooding event was present throughout all parts of the site. There was no apparent damage to NEON property and roads remained accessible but there were issues with beetle cups being filled with sand.,0000-0002-3704-5849,,20241118T045446Z,RELEASE-2025
2546,355f3988-501b-499c-834e-a9d9a2a090d9,D15,ONAQ,ONAQ,"ONAQ_002.basePlot.all,ONAQ_003.basePlot.all,ONAQ_004.basePlot.all,ONAQ_005.basePlot.all,ONAQ_006.basePlot.all,ONAQ_007.basePlot.all,ONAQ_008.basePlot.all,ONAQ_009.basePlot.all,ONAQ_010.basePlot.all,ONAQ_011.basePlot.all,ONAQ_012.basePlot.all,ONAQ_014.basePlot.all,ONAQ_015.basePlot.all,ONAQ_016.basePlot.all,ONAQ_017.basePlot.all,ONAQ_018.basePlot.all,ONAQ_019.basePlot.all,ONAQ_020.basePlot.all,ONAQ_021.basePlot.all,ONAQ_022.basePlot.all,ONAQ_023.basePlot.all,ONAQ_024.basePlot.all,ONAQ_025.basePlot.all,ONAQ_026.basePlot.all,ONAQ_027.basePlot.all,ONAQ_028.basePlot.all,ONAQ_029.basePlot.all,ONAQ_030.basePlot.all,ONAQ_031.basePlot.all,ONAQ_032.basePlot.all,ONAQ_041.basePlot.all,ONAQ_042.basePlot.all,ONAQ_043.basePlot.all,ONAQ_044.basePlot.all,ONAQ_045.basePlot.all,ONAQ_045.basePlot.all,ONAQ_046.basePlot.all,ONAQ_046.basePlot.all,ONAQ_047.basePlot.all,ONAQ_047.basePlot.all,ONAQ_048.basePlot.all,ONAQ_048.basePlot.all,ONAQ_049.basePlot.all,ONAQ_049.basePlot.all,ONAQ_050.basePlot.all,ONAQ_050.basePlot.all,ONAQ_051.basePlot.all,ONAQ_051.basePlot.all,ONAQ_052.basePlot.all,ONAQ_052.basePlot.all,ONAQ_053.basePlot.all,ONAQ_053.basePlot.all,ONAQ_054.basePlot.all,ONAQ_054.basePlot.all,ONAQ_055.basePlot.all,ONAQ_055.basePlot.all,ONAQ_056.basePlot.all,ONAQ_056.basePlot.all,ONAQ_057.basePlot.all,ONAQ_057.basePlot.all,ONAQ_058.basePlot.all,ONAQ_058.basePlot.all,ONAQ_059.basePlot.all,ONAQ_059.basePlot.all,ONAQ_060.basePlot.all,ONAQ_060.basePlot.all,ONAQ_061.basePlot.all,ONAQ_061.basePlot.all,ONAQ_062.basePlot.all,ONAQ_062.basePlot.all,ONAQ_063.basePlot.all,ONAQ_063.basePlot.all,ONAQ_064.basePlot.all,ONAQ_064.basePlot.all,ONAQ_065.basePlot.all,ONAQ_065.basePlot.all,ONAQ_066.basePlot.all,ONAQ_066.basePlot.all,ONAQ_067.basePlot.all,ONAQ_067.basePlot.all,ONAQ_068.basePlot.all,ONAQ_068.basePlot.all,ONAQ_069.basePlot.all,ONAQ_069.basePlot.all,ONAQ_070.basePlot.all,ONAQ_070.basePlot.all,ONAQ_073.basePlot.all,ONAQ_003.tickPlot.tck,ONAQ_004.tickPlot.tck,ONAQ_005.tickPlot.tck,ONAQ_008.tickPlot.tck,ONAQ_009.tickPlot.tck,ONAQ_010.tickPlot.tck,ONAQ_011.tickPlot.tck,ONAQ_012.tickPlot.tck,ONAQ_016.tickPlot.tck,ONAQ_023.tickPlot.tck,ONAQ_003.mammalGrid.mam,ONAQ_004.mammalGrid.mam,ONAQ_005.mammalGrid.mam,ONAQ_008.mammalGrid.mam,ONAQ_014.mammalGrid.mam,ONAQ_015.mammalGrid.mam,ONAQ_017.mammalGrid.mam,ONAQ_019.mammalGrid.mam,ONAQ_020.mammalGrid.mam,ONAQ_021.mammalGrid.mam,ONAQ_023.mammalGrid.mam,ONAQ_028.mammalGrid.mam,ONAQ_003.birdGrid.brd,ONAQ_004.birdGrid.brd,ONAQ_005.birdGrid.brd,ONAQ_006.birdGrid.brd,ONAQ_008.birdGrid.brd,ONAQ_014.birdGrid.brd,ONAQ_015.birdGrid.brd,ONAQ_016.birdGrid.brd,ONAQ_017.birdGrid.brd,ONAQ_019.birdGrid.brd,ONAQ_030.birdGrid.brd,ONAQ_032.birdGrid.brd,ONAQ_073.birdGrid.brd,ONAQ_001.mosquitoPoint.mos,ONAQ_013.mosquitoPoint.mos,ONAQ_033.mosquitoPoint.mos,ONAQ_034.mosquitoPoint.mos,ONAQ_035.mosquitoPoint.mos,ONAQ_036.mosquitoPoint.mos,ONAQ_037.mosquitoPoint.mos,ONAQ_038.mosquitoPoint.mos,ONAQ_039.mosquitoPoint.mos,ONAQ_040.mosquitoPoint.mos,ONAQ_074.mosquitoPoint.mos,ONAQ_075.mosquitoPoint.mos,ONAQ_076.mosquitoPoint.mos,ONAQ_077.mosquitoPoint.mos,ONAQ_078.mosquitoPoint.mos,ONAQ_079.mosquitoPoint.mos,ONAQ_080.mosquitoPoint.mos,ONAQ_081.mosquitoPoint.mos,ONAQ_082.mosquitoPoint.mos,ONAQ_083.mosquitoPoint.mos,ONAQ_071.phenology.phe,ONAQ_072.phenology.phe,ONAQ,SOILPL101074,SOILPL101075,SOILPL101076,SOILPL107320,SOILPL107372,MEGAPT100987,TOWER101077,HUT107218,CFGLOC107416,AIRSHED",7/28/21,8/9/21,N,actual,,ONAQ.20210728.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,secondary,"A flash flood moved across the site on 20210728 leaving the roads temporarily inaccessible. Deep sediment and road damage prevented typical road access until 20210810, at which point roads became mostly passable.",0000-0003-0762-218X,,20241118T092602Z,RELEASE-2025
2547,a984eb41-0066-4bb7-869f-eef33ed6b552,D15,ONAQ,ONAQ,"ONAQ_002.basePlot.all,ONAQ_003.basePlot.all,ONAQ_004.basePlot.all,ONAQ_005.basePlot.all,ONAQ_006.basePlot.all,ONAQ_007.basePlot.all,ONAQ_008.basePlot.all,ONAQ_009.basePlot.all,ONAQ_010.basePlot.all,ONAQ_011.basePlot.all,ONAQ_012.basePlot.all,ONAQ_014.basePlot.all,ONAQ_015.basePlot.all,ONAQ_016.basePlot.all,ONAQ_017.basePlot.all,ONAQ_018.basePlot.all,ONAQ_019.basePlot.all,ONAQ_020.basePlot.all,ONAQ_021.basePlot.all,ONAQ_022.basePlot.all,ONAQ_023.basePlot.all,ONAQ_024.basePlot.all,ONAQ_025.basePlot.all,ONAQ_026.basePlot.all,ONAQ_027.basePlot.all,ONAQ_028.basePlot.all,ONAQ_029.basePlot.all,ONAQ_030.basePlot.all,ONAQ_031.basePlot.all,ONAQ_032.basePlot.all,ONAQ_041.basePlot.all,ONAQ_042.basePlot.all,ONAQ_043.basePlot.all,ONAQ_044.basePlot.all,ONAQ_045.basePlot.all,ONAQ_045.basePlot.all,ONAQ_046.basePlot.all,ONAQ_046.basePlot.all,ONAQ_047.basePlot.all,ONAQ_047.basePlot.all,ONAQ_048.basePlot.all,ONAQ_048.basePlot.all,ONAQ_049.basePlot.all,ONAQ_049.basePlot.all,ONAQ_050.basePlot.all,ONAQ_050.basePlot.all,ONAQ_051.basePlot.all,ONAQ_051.basePlot.all,ONAQ_052.basePlot.all,ONAQ_052.basePlot.all,ONAQ_053.basePlot.all,ONAQ_053.basePlot.all,ONAQ_054.basePlot.all,ONAQ_054.basePlot.all,ONAQ_055.basePlot.all,ONAQ_055.basePlot.all,ONAQ_056.basePlot.all,ONAQ_056.basePlot.all,ONAQ_057.basePlot.all,ONAQ_057.basePlot.all,ONAQ_058.basePlot.all,ONAQ_058.basePlot.all,ONAQ_059.basePlot.all,ONAQ_059.basePlot.all,ONAQ_060.basePlot.all,ONAQ_060.basePlot.all,ONAQ_061.basePlot.all,ONAQ_061.basePlot.all,ONAQ_062.basePlot.all,ONAQ_062.basePlot.all,ONAQ_063.basePlot.all,ONAQ_063.basePlot.all,ONAQ_064.basePlot.all,ONAQ_064.basePlot.all,ONAQ_065.basePlot.all,ONAQ_065.basePlot.all,ONAQ_066.basePlot.all,ONAQ_066.basePlot.all,ONAQ_067.basePlot.all,ONAQ_067.basePlot.all,ONAQ_068.basePlot.all,ONAQ_068.basePlot.all,ONAQ_069.basePlot.all,ONAQ_069.basePlot.all,ONAQ_070.basePlot.all,ONAQ_070.basePlot.all,ONAQ_073.basePlot.all,ONAQ_003.tickPlot.tck,ONAQ_004.tickPlot.tck,ONAQ_005.tickPlot.tck,ONAQ_008.tickPlot.tck,ONAQ_009.tickPlot.tck,ONAQ_010.tickPlot.tck,ONAQ_011.tickPlot.tck,ONAQ_012.tickPlot.tck,ONAQ_016.tickPlot.tck,ONAQ_023.tickPlot.tck,ONAQ_003.mammalGrid.mam,ONAQ_004.mammalGrid.mam,ONAQ_005.mammalGrid.mam,ONAQ_008.mammalGrid.mam,ONAQ_014.mammalGrid.mam,ONAQ_015.mammalGrid.mam,ONAQ_017.mammalGrid.mam,ONAQ_019.mammalGrid.mam,ONAQ_020.mammalGrid.mam,ONAQ_021.mammalGrid.mam,ONAQ_023.mammalGrid.mam,ONAQ_028.mammalGrid.mam,ONAQ_003.birdGrid.brd,ONAQ_004.birdGrid.brd,ONAQ_005.birdGrid.brd,ONAQ_006.birdGrid.brd,ONAQ_008.birdGrid.brd,ONAQ_014.birdGrid.brd,ONAQ_015.birdGrid.brd,ONAQ_016.birdGrid.brd,ONAQ_017.birdGrid.brd,ONAQ_019.birdGrid.brd,ONAQ_030.birdGrid.brd,ONAQ_032.birdGrid.brd,ONAQ_073.birdGrid.brd,ONAQ_001.mosquitoPoint.mos,ONAQ_013.mosquitoPoint.mos,ONAQ_033.mosquitoPoint.mos,ONAQ_034.mosquitoPoint.mos,ONAQ_035.mosquitoPoint.mos,ONAQ_036.mosquitoPoint.mos,ONAQ_037.mosquitoPoint.mos,ONAQ_038.mosquitoPoint.mos,ONAQ_039.mosquitoPoint.mos,ONAQ_040.mosquitoPoint.mos,ONAQ_074.mosquitoPoint.mos,ONAQ_075.mosquitoPoint.mos,ONAQ_076.mosquitoPoint.mos,ONAQ_077.mosquitoPoint.mos,ONAQ_078.mosquitoPoint.mos,ONAQ_079.mosquitoPoint.mos,ONAQ_080.mosquitoPoint.mos,ONAQ_081.mosquitoPoint.mos,ONAQ_082.mosquitoPoint.mos,ONAQ_083.mosquitoPoint.mos,ONAQ_071.phenology.phe,ONAQ_072.phenology.phe,ONAQ,SOILPL101074,SOILPL101075,SOILPL101076,SOILPL107320,SOILPL107372,MEGAPT100987,TOWER101077,HUT107218,CFGLOC107416,AIRSHED",8/23/21,8/27/21,N,actual,,ONAQ.20210823.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,"A flash flood moved across the site on 20210822 leaving the roads temporarily inaccessible. Deep sediment and road damage prevented typical road access until 20210827,at which point roads became mostly passable.",0000-0002-5333-6523,,20241118T092602Z,RELEASE-2025
2557,f67ddabe-2fac-4440-bb08-dfc19e608cb1,D07,ORNL,ORNL,SOILPL100774,10/31/19,10/31/19,N,actual,,ORNL.20191031.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,1,1,other,primary,Dead tree fell on temp box for PRTs and CO2 sensors and also the short arbor POE box. Damaged unistrut on box arbors.,0000-0002-6109-3306,,20241118T144636Z,RELEASE-2025
2565,494c2a28-0cd5-40e6-8bc0-ed5f561ed428,D07,ORNL,ORNL,"ORNL_001.basePlot.all,ORNL_002.basePlot.all,ORNL_003.basePlot.all,ORNL_004.basePlot.all,ORNL_006.basePlot.all,ORNL_007.basePlot.all,ORNL_008.basePlot.all,ORNL_009.basePlot.all,ORNL_010.basePlot.all,ORNL_012.basePlot.all,ORNL_014.basePlot.all,ORNL_015.basePlot.all,ORNL_016.basePlot.all,ORNL_017.basePlot.all,ORNL_018.basePlot.all,ORNL_019.basePlot.all,ORNL_020.basePlot.all,ORNL_021.basePlot.all,ORNL_027.basePlot.all,ORNL_029.basePlot.all,ORNL_031.basePlot.all,ORNL_032.basePlot.all,ORNL_033.basePlot.all,ORNL_034.basePlot.all,ORNL_035.basePlot.all,ORNL_036.basePlot.all,ORNL_037.basePlot.all,ORNL_040.basePlot.all,ORNL_041.basePlot.all,ORNL_043.basePlot.all,ORNL_044.basePlot.all,ORNL_045.basePlot.all,ORNL_046.basePlot.all,ORNL_047.basePlot.all,ORNL_048.basePlot.all,ORNL_049.basePlot.all,ORNL_050.basePlot.all,ORNL_051.basePlot.all,ORNL_052.basePlot.all,ORNL_053.basePlot.all,ORNL_054.basePlot.all,ORNL_055.basePlot.all,ORNL_056.basePlot.all,ORNL_057.basePlot.all,ORNL_058.basePlot.all,ORNL_059.basePlot.all,ORNL_060.basePlot.all,ORNL_061.basePlot.all,ORNL_062.basePlot.all,ORNL_063.basePlot.all,ORNL_066.basePlot.all,ORNL_067.basePlot.all,ORNL_068.basePlot.all,ORNL_002.tickPlot.tck,ORNL_003.tickPlot.tck,ORNL_007.tickPlot.tck,ORNL_008.tickPlot.tck,ORNL_009.tickPlot.tck,ORNL_040.tickPlot.tck,ORNL_001.mammalGrid.mam,ORNL_002.mammalGrid.mam,ORNL_003.mammalGrid.mam,ORNL_004.mammalGrid.mam,ORNL_006.mammalGrid.mam,ORNL_007.mammalGrid.mam,ORNL_027.mammalGrid.mam,ORNL_039.mammalGrid.mam,ORNL_002.birdGrid.brd,ORNL_003.birdGrid.brd,ORNL_004.birdGrid.brd,ORNL_006.birdGrid.brd,ORNL_007.birdGrid.brd,ORNL_010.birdGrid.brd,ORNL_012.birdGrid.brd,ORNL_027.birdGrid.brd,ORNL_029.birdGrid.brd,ORNL_034.birdGrid.brd,ORNL_035.birdGrid.brd,ORNL_038.birdGrid.brd,ORNL_048.birdGrid.brd,ORNL_069.birdGrid.brd,ORNL_005.mosquitoPoint.mos,ORNL_011.mosquitoPoint.mos,ORNL_013.mosquitoPoint.mos,ORNL_022.mosquitoPoint.mos,ORNL_023.mosquitoPoint.mos,ORNL_024.mosquitoPoint.mos,ORNL_025.mosquitoPoint.mos,ORNL_026.mosquitoPoint.mos,ORNL_028.mosquitoPoint.mos,ORNL_030.mosquitoPoint.mos,ORNL_064.phenology.phe,ORNL_065.phenology.phe,ORNL,SOILPL100772,SOILPL100773,SOILPL100774,SOILPL102906,SOILPL102960,MEGAPT100988,TOWER100775,HUT106296,CFGLOC103016,AIRSHED",3/31/23,4/1/23,N,actual,,ORNL.20230331.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,secondary,,0000-0001-6726-6119,,20241118T132046Z,RELEASE-2025
2576,03223559-ccf3-4dad-b7a4-7c1122d6f301,D03,OSBS,OSBS,OSBS_051.basePlot.all,9/1/17,9/1/17,N,actual,,OSBS.20170901.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,20181011 water depth at center 130cm. water depth at E over 140 cm.,dbyerley@field-ops.org,,20241118T093341Z,RELEASE-2025
