,Unnamed: 0,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
1311,1311,10666770-62bf-44be-82a4-fde995732ac0,D03,JERC,JERC,JERC_008.basePlot.all,8/24/22,8/24/22,N,estimated,Throughout the year there has been a road established with chemical and mechanical needs.,JERC.20220824.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,5.0,20.0,m,secondary,,0000-0001-9827-4562,,20241118T161835Z,RELEASE-2025
1316,1316,aeed8dfc-3863-47d3-bd66-ce5992a34f19,D03,JERC,JERC,JERC_011.basePlot.all,8/31/22,8/31/22,N,estimated,Through the year road has been maintained.,JERC.20220831.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,10.0,200.0,square m,primary,Throughout the year since plot was last burned (approx 2 years ago) road has been maintained through chemical and mechanical means.,0000-0002-9814-2044,,20241118T161835Z,RELEASE-2025
1317,1317,1ff418c6-e7b0-4df1-a9f1-c9d42209cd1e,D03,JERC,JERC,JERC_033.basePlot.all,9/1/22,9/1/22,N,actual,,JERC.20220901.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-soilDisruption,,,,,,1.0,2.0,square m,primary,Hole dug in plot near SE corner of 20x20 m area to find missing marker. Marker was likely ran over by a tractor or other heavy machinery.,0000-0002-9814-2044,,20241118T122453Z,RELEASE-2025
1319,1319,0733bdcf-c9a8-42d9-bfcd-8a5421293559,D03,JERC,JERC,JERC_007.basePlot.all,8/24/22,9/23/22,N,estimated,Throughout the year.,JERC.20220824.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,100.0,400.0,per square m,primary,Mechanical and physical management to keep dirt road.,0000-0002-9814-2044,,20241118T122453Z,RELEASE-2025
1349,1349,ce625045-0035-4c86-b47b-f939e2a285fb,D03,JERC,JERC,"JERC_047.basePlot.all, JERC_050.basePlot.all, JERC_062.basePlot.all, JERC_080.phenology.phe, SOILPL100426, SOILPL100427, SOILPL100428, SOILPL103191, SOILPL103245, TOWER100381, HUT106240",6/1/23,6/1/23,N,actual,,JERC.20230601.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-soilDisruption,,,,,,50000.0,100000.0,square m,primary,"Ground cover and soil disturbed from heavy machinery used during hardwood removal distributed throughout the unit. On average, about 20-30m from the plot, but the area of disturbance is significant and will affect soil and plant community",0000-0001-8642-686X,,20241118T123910Z,RELEASE-2025
1356,1356,0c81991b-341a-4900-a38c-0319495bb32a,D03,JERC,JERC,JERC_011.basePlot.all,7/1/23,7/31/23,N,estimated,Sometime in the month of July over a two day period,JERC.20230701.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-soilDisruption,,,,,,0.4,0.5,square m,primary,Bole dug during plot marker maintenance with soil impacting the diversity 1 meter. But hole is located in 40 m x 40 m destructive sampling area.,0000-0001-8329-2149,,20241118T025920Z,RELEASE-2025
1357,1357,67a54c44-b541-4c79-bd18-2c63a0ae7954,D03,JERC,JERC,"JERC_048.basePlot.all, JERC_049.basePlot.all",8/9/23,8/9/23,N,actual,Event is ongoing the entire year.,JERC.20230809.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,100.0,400.0,square m,primary,Throughout the year a dirt road has been maintained through mechanical and chemical management and vehicles have driven down it.,0000-0002-9814-2044,,20241118T124331Z,RELEASE-2025
1361,1361,f40b9621-24a7-43b8-9782-3eecc8e155b8,D03,JERC,JERC,JERC_047.basePlot.all,9/12/23,9/12/23,N,estimated,Entire year ongoing.,JERC.20230912.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,10.0,40.0,square m,primary,Ongoing mechanical and chemical maintenance of a road or firebreak through the NE subplot.,0000-0002-9814-2044,,20241118T020804Z,RELEASE-2025
1363,1363,6674d32f-42f2-4cbb-a41f-ab6d0076f601,D03,JERC,JERC,JERC_011.basePlot.all,10/9/23,10/9/23,N,estimated,Throughout the entire year.,JERC.20231009.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,120.0,200.0,square m,primary,Road constructed and maintained through chemical and mechanical means. Mowing occurred directly before plant diversity sampling.,0000-0002-9814-2044,,20241118T022024Z,RELEASE-2025
1411,1411,3da43144-ea0a-4786-868c-c7eb2b52a1b3,D06,KING,KING,"KING.AOS.reach, S1LOC101487, CFGLOC101489, CFGLOC113815, CFGLOC101490, CFGLOC101488, S2LOC101491, CFGLOC103440, CFGLOC101493, CFGLOC113817, CFGLOC113816, CFGLOC101492, CFGLOC101494",6/7/21,6/11/21,N,actual,,KING.20210607.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,10.0,420.0,other,secondary,Salt releases by KSU researchers,0000-0002-2030-2618,,20241118T165504Z,RELEASE-2025
2028,2028,8fe1578c-7f42-4b45-9bd4-8680555b2ad5,D04,LAJA,LAJA,LAJA_002.basePlot.all,9/10/19,9/10/19,N,actual,,LAJA.20190910.humanDisturbance,NEON.DOC.003282vB,humanDisturbance,humanDisturbance-soilDisruption,,,,,,20.0,20.0,m,primary,,0000-0002-9129-5419,,20241118T105724Z,RELEASE-2025
2091,2091,24c93b07-1fc1-4ffe-87d5-a36c2f3b229b,D04,LAJA,LAJA,LAJA_018.basePlot.all,4/26/22,4/26/22,N,actual,,LAJA.20220426.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-soilDisruption,,,,,,20.0,80.0,m,primary,,0000-0001-8485-3403,,20241118T204430Z,RELEASE-2025
2097,2097,9ec92f09-93be-4696-9d08-8593600d2a63,D04,LAJA,LAJA,LAJA_015.basePlot.all,9/12/22,9/12/22,N,actual,,LAJA.20220912.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-soilDisruption,,,,,,10.0,30.0,m,primary,,0000-0002-9129-5419,,20241118T154609Z,RELEASE-2025
2105,2105,758d1996-71e2-4552-8474-cc34350c3905,D04,LAJA,LAJA,LAJA_002.basePlot.all,10/19/23,10/26/23,N,actual,,LAJA.20231019.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-soilDisruption,,,,,,40.0,40.0,m,primary,,0000-0002-4067-8225,,20241118T031641Z,RELEASE-2025
2117,2117,2846c399-cf73-4cb5-ab16-c4d2a56cdd00,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",1/1/17,1/31/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T061011Z,RELEASE-2025
2118,2118,172faa16-ad57-48af-90d1-3b6829bacd41,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",1/31/17,3/2/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T193701Z,RELEASE-2025
2119,2119,76dbfbd3-14e9-466e-bbde-6d8fb849910b,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",3/2/17,4/1/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T105729Z,RELEASE-2025
2120,2120,09d9ca85-4258-4f7b-9f83-a77aa305e286,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",4/1/17,5/1/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T233850Z,RELEASE-2025
2121,2121,f8229960-3f4e-461b-8d0d-ca3860c9bbce,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",5/1/17,5/31/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T233850Z,RELEASE-2025
2122,2122,48b91891-d788-4bd8-aef0-50d09126c3de,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",5/31/17,6/30/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T035024Z,RELEASE-2025
2123,2123,6d11a5d6-38d0-4014-b5da-c117b0ac684d,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",6/30/17,7/30/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T062731Z,RELEASE-2025
2124,2124,ac4fa961-dd3c-4334-824b-415bef7477e0,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",7/30/17,8/29/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T034359Z,RELEASE-2025
2125,2125,2e4b8a95-28d0-4d71-bc19-79b56020b899,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",8/29/17,9/28/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T021531Z,RELEASE-2025
2126,2126,6d9b43cc-76d9-478b-a457-8dcb070c59eb,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",9/28/17,10/28/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T090208Z,RELEASE-2025
2127,2127,cc1c7bf8-417d-435a-8042-18228aeef8fc,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",10/28/17,11/27/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T151235Z,RELEASE-2025
2128,2128,1123717d-1b5c-4651-93fa-921724ee9795,D02,LEWI,LEWI,"LEWI.AOS.reach, LEWI.AOS.groundwater.well.008, LEWI.AOS.groundwater.well.007, LEWI.AOS.groundwater.well.006, LEWI.AOS.groundwater.well.005, LEWI.AOS.groundwater.well.004, LEWI.AOS.groundwater.well.003, LEWI.AOS.groundwater.well.002, LEWI.AOS.groundwater.well.001, LEWI.AOS.riparian.transect.10, LEWI.AOS.riparian.transect.09, LEWI.AOS.riparian.transect.08, LEWI.AOS.riparian.transect.07, LEWI.AOS.riparian.transect.06, LEWI.AOS.riparian.transect.05, LEWI.AOS.riparian.transect.04, LEWI.AOS.riparian.transect.03, LEWI.AOS.riparian.transect.02, LEWI.AOS.riparian.transect.01, LEWI.AOS.gauge, LEWI.AOS.discharge, LEWI.AOS.S2, CFGLOC103937, CFGLOC103947, CFGLOC103939, CFGLOC103945, CFGLOC103933, CFGLOC103941, CFGLOC103943, CFGLOC103935, SGAUGE103929, CFGLOC103930, LEWI.AOS.gauge, S1LOC103920, CFGLOC103921, CFGLOC103922, CFGLOC103923, S2LOC103924, CFGLOC103927, CFGLOC103926, CFGLOC103928, CFGLOC103925, METSTN103948, CFGLOC103949, CFGLOC103954, CFGLOC103950, CFGLOC103953, CFGLOC103951, CFGLOC103952",11/27/17,12/27/17,Y,actual,,LEWI.20170101.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A water treatment plant approximately 375m upstream of the sampling reach releases water zero to several times a day. The water treatment plant is approximately 275m east of Lewis Run off of Rt. 613.,,,20241118T075721Z,RELEASE-2025
